X,Y,Z,Radius,FolderName
-6.0,0.5,-6.0,6,CapturedFrames_-6.0_0.5_-6.0
-6.0,0.5,-5.0,6,CapturedFrames_-6.0_0.5_-5.0
-6.0,0.5,-4.0,6,CapturedFrames_-6.0_0.5_-4.0
